pickup_location,drop_location,pickup_date,pickup_time,pickup_hour,time_of_day,weekday,is_weekend,season,passenger_count,trip_distance_km,traffic_level,actual_eta_minutes,average_speed,surge_multiplier
Clinton Hill,South Slope,12-04-2016,13:31,13,Afternoon,Tuesday,0,Spring,1,5.29,Low,27.1,11.7,1.0
Bedford-Stuyvesant,Harlem,24-02-2016,17:51,17,Afternoon,Wednesday,0,Winter,4,0.91,High,16.9,3.2,1.8
Greenpoint,Bedford-Stuyvesant,24-02-2016,01:57,1,Night,Wednesday,0,Winter,1,7.83,Low,18.2,25.8,1.0
Bedford-Stuyvesant,Harlem,16-02-2016,14:12,14,Afternoon,Tuesday,0,Winter,1,4.35,Low,26.6,9.8,1.0
Bedford-Stuyvesant,Upper West Side,01-05-2016,14:11,14,Afternoon,Sunday,1,Spring,1,0.52,Low,2.7,11.6,1.0
Inwood,Upper West Side,10-04-2016,02:11,2,Night,Sunday,1,Spring,5,1.28,Low,9.2,8.3,1.0
Clinton Hill,East Harlem,26-04-2016,23:20,23,Evening,Tuesday,0,Spring,1,1.37,Low,2.8,29.4,1.0
Crown Heights,Bedford-Stuyvesant,11-06-2016,21:29,21,Evening,Saturday,1,Summer,1,3.62,Low,16.9,12.9,1.0
East Harlem,Harlem,18-01-2016,19:37,19,Evening,Monday,0,Winter,1,1.07,High,2.7,23.8,1.8
Upper West Side,Midtown,19-02-2016,08:48,8,Morning,Friday,0,Winter,1,2.1,High,10.1,12.5,1.8
Chinatown,Midtown,11-03-2016,11:50,11,Morning,Friday,0,Spring,1,1.81,Low,9.1,11.9,1.0
Sheepshead Bay,Sheepshead Bay,07-01-2016,22:37,22,Evening,Thursday,0,Winter,1,3.3,Low,11.6,17.1,1.0
East Harlem,Upper West Side,18-03-2016,18:34,18,Evening,Friday,0,Spring,2,1.67,High,2.8,35.8,1.8
Harlem,Williamsburg,27-04-2016,02:54,2,Night,Wednesday,0,Spring,1,2.98,Low,11.9,15.0,1.0
Fort Greene,Hell's Kitchen,08-04-2016,16:38,16,Afternoon,Friday,0,Spring,1,0.95,Medium,7.7,7.4,1.3
Bedford-Stuyvesant,East Harlem,06-01-2016,20:20,20,Evening,Wednesday,0,Winter,1,2.32,Medium,5.7,24.4,1.3
Park Slope,Fort Greene,25-01-2016,01:25,1,Night,Monday,0,Winter,1,2.32,Low,9.4,14.8,1.0
Oakwood,Bensonhurst,03-01-2016,12:11,12,Afternoon,Sunday,1,Winter,1,10.05,Low,14.0,43.1,1.0
Hell's Kitchen,Williamsburg,19-05-2016,02:12,2,Night,Thursday,0,Spring,1,1.19,Low,2.7,26.4,1.0
South Slope,Williamsburg,03-06-2016,23:03,23,Evening,Friday,0,Summer,1,3.77,Low,9.8,23.1,1.0
Midtown,Upper East Side,04-05-2016,11:21,11,Morning,Wednesday,0,Spring,1,3.34,Low,16.5,12.1,1.0
Murray Hill,Williamsburg,01-03-2016,19:25,19,Evening,Tuesday,0,Spring,1,1.29,High,4.1,18.9,1.8
Bedford-Stuyvesant,Clinton Hill,16-02-2016,16:41,16,Afternoon,Tuesday,0,Winter,1,5.24,Medium,26.7,11.8,1.3
Harlem,Upper West Side,09-01-2016,17:23,17,Afternoon,Saturday,1,Winter,1,1.97,High,11.7,10.1,1.8
Harlem,East Harlem,23-06-2016,08:44,8,Morning,Thursday,0,Summer,1,1.44,High,14.3,6.0,1.8
East Harlem,Bedford-Stuyvesant,01-05-2016,13:15,13,Afternoon,Sunday,1,Spring,5,3.89,Low,16.1,14.5,1.0
East Harlem,Hell's Kitchen,26-06-2016,22:08,22,Evening,Sunday,1,Summer,1,11.55,Low,20.5,33.8,1.0
Harlem,Upper West Side,06-05-2016,08:43,8,Morning,Friday,0,Spring,1,2.74,High,20.7,7.9,1.8
Midwood,Rockaway Beach,09-05-2016,09:52,9,Morning,Monday,0,Spring,1,1.64,High,10.4,9.5,1.8
Upper West Side,Murray Hill,09-02-2016,22:24,22,Evening,Tuesday,0,Winter,1,4.79,Low,11.6,24.8,1.0
Harlem,Upper West Side,19-02-2016,23:22,23,Evening,Friday,0,Winter,6,1.22,Low,4.4,16.6,1.0
East Harlem,East Harlem,04-02-2016,18:59,18,Evening,Thursday,0,Winter,1,1.54,High,9.3,9.9,1.8
Flatbush,Crown Heights,05-03-2016,23:43,23,Evening,Saturday,1,Spring,1,3.18,Low,21.7,8.8,1.0
Midwood,Fort Hamilton,02-02-2016,09:03,9,Morning,Tuesday,0,Winter,1,1.73,High,20.8,5.0,1.8
Crown Heights,East Harlem,16-01-2016,20:42,20,Evening,Saturday,1,Winter,1,7.43,Medium,24.8,18.0,1.3
Harlem,Upper West Side,20-04-2016,13:48,13,Afternoon,Wednesday,0,Spring,1,1.88,Low,16.8,6.7,1.0
Midtown,South Slope,25-06-2016,14:35,14,Afternoon,Saturday,1,Summer,2,5.77,Low,32.1,10.8,1.0
Upper West Side,East Harlem,29-06-2016,06:54,6,Morning,Wednesday,0,Summer,1,2.01,Low,10.7,11.3,1.0
Williamsburg,Harlem,23-06-2016,21:17,21,Evening,Thursday,0,Summer,5,2.43,Low,7.4,19.7,1.0
Fort Greene,Upper West Side,31-03-2016,18:04,18,Evening,Thursday,0,Spring,1,1.92,High,14.3,8.1,1.8
Upper West Side,East Harlem,04-06-2016,23:18,23,Evening,Saturday,1,Summer,1,11.52,Low,35.0,19.7,1.0
Concord,Bensonhurst,27-02-2016,10:48,10,Morning,Saturday,1,Winter,2,3.37,Medium,12.6,16.0,1.3
Harlem,Upper West Side,09-04-2016,20:12,20,Evening,Saturday,1,Spring,1,1.9,Medium,9.0,12.7,1.3
Park Slope,Bedford-Stuyvesant,19-02-2016,23:29,23,Evening,Friday,0,Winter,1,7.72,Low,26.6,17.4,1.0
Kensington,Bedford-Stuyvesant,23-04-2016,13:27,13,Afternoon,Saturday,1,Spring,1,5.14,Low,18.7,16.5,1.0
South Slope,East Harlem,03-03-2016,08:50,8,Morning,Thursday,0,Spring,5,1.6,High,6.0,16.0,1.8
South Slope,South Slope,15-06-2016,09:36,9,Morning,Wednesday,0,Summer,1,2.75,High,13.0,12.7,1.8
East Harlem,Upper West Side,09-04-2016,15:24,15,Afternoon,Saturday,1,Spring,6,4.24,Low,25.8,9.9,1.0
East Harlem,East Harlem,11-01-2016,02:30,2,Night,Monday,0,Winter,1,0.13,Low,12.2,0.6,1.0
Great Kills,Bay Ridge,31-03-2016,11:54,11,Morning,Thursday,0,Spring,1,12.25,Low,22.2,33.1,1.0
East Harlem,Park Slope,03-02-2016,14:37,14,Afternoon,Wednesday,0,Winter,1,1.55,Low,11.9,7.8,1.0
Upper West Side,Hell's Kitchen,27-02-2016,00:01,0,Night,Saturday,1,Winter,1,0.47,Low,31.0,0.9,1.0
East Village,Kensington,10-02-2016,06:08,6,Morning,Wednesday,0,Winter,1,1.39,Low,4.7,17.7,1.0
Bedford-Stuyvesant,West Village,24-01-2016,18:25,18,Evening,Sunday,1,Winter,1,1.41,High,2.7,31.3,1.8
Upper West Side,Upper West Side,23-05-2016,11:39,11,Morning,Monday,0,Spring,1,2.81,Low,26.2,6.4,1.0
Park Slope,Murray Hill,12-01-2016,21:07,21,Evening,Tuesday,0,Winter,1,1.34,Low,6.1,13.2,1.0
Upper West Side,Bedford-Stuyvesant,28-04-2016,19:40,19,Evening,Thursday,0,Spring,1,3.18,High,9.8,19.5,1.8
Sheepshead Bay,Westerleigh,14-03-2016,07:21,7,Morning,Monday,0,Spring,1,5.37,Medium,21.2,15.2,1.3
Upper West Side,West Village,14-05-2016,18:40,18,Evening,Saturday,1,Spring,2,3.33,High,6.7,29.8,1.8
West Village,Chelsea,14-04-2016,22:40,22,Evening,Thursday,0,Spring,3,4.8,Low,15.0,19.2,1.0
Flatbush,Coney Island,16-01-2016,03:57,3,Night,Saturday,1,Winter,2,11.77,Low,16.0,44.1,1.0
Harlem,Kensington,04-01-2016,13:24,13,Afternoon,Monday,0,Winter,1,1.51,Low,5.3,17.1,1.0
Midtown,Harlem,24-02-2016,08:00,8,Morning,Wednesday,0,Winter,1,1.0,High,11.4,5.3,1.8
Oakwood,Arverne,05-04-2016,16:37,16,Afternoon,Tuesday,0,Spring,1,10.15,Medium,29.5,20.6,1.3
Harlem,South Slope,26-04-2016,19:56,19,Evening,Tuesday,0,Spring,2,0.56,High,6.2,5.4,1.8
Clinton Hill,Harlem,31-03-2016,08:28,8,Morning,Thursday,0,Spring,1,2.65,High,7.6,20.9,1.8
Williamsburg,Long Island City,03-04-2016,01:35,1,Night,Sunday,1,Spring,1,4.54,Low,16.7,16.3,1.0
Hell's Kitchen,Fort Greene,22-04-2016,09:38,9,Morning,Friday,0,Spring,1,1.78,High,15.3,7.0,1.8
Upper West Side,Hell's Kitchen,29-03-2016,09:36,9,Morning,Tuesday,0,Spring,1,1.28,High,5.2,14.8,1.8
Midtown,East Harlem,27-05-2016,20:17,20,Evening,Friday,0,Spring,2,1.49,Medium,6.2,14.4,1.3
Clinton Hill,East Harlem,07-04-2016,21:21,21,Evening,Thursday,0,Spring,1,4.6,Low,19.8,13.9,1.0
Murray Hill,Bedford-Stuyvesant,14-05-2016,11:03,11,Morning,Saturday,1,Spring,3,2.17,Low,4.4,29.6,1.0
East Harlem,Fort Greene,09-05-2016,18:33,18,Evening,Monday,0,Spring,1,2.47,High,12.6,11.8,1.8
Clinton Hill,East Harlem,19-01-2016,20:50,20,Evening,Tuesday,0,Winter,1,0.52,Medium,1.5,20.8,1.3
Clinton Hill,Clinton Hill,28-02-2016,09:40,9,Morning,Sunday,1,Winter,1,2.95,High,10.2,17.4,1.8
South Slope,Williamsburg,09-06-2016,14:45,14,Afternoon,Thursday,0,Summer,1,0.26,Low,0.7,22.3,1.0
Rossville,Tottenville,11-03-2016,20:40,20,Evening,Friday,0,Spring,1,6.05,Medium,5.8,62.6,1.3
Fort Greene,Williamsburg,11-04-2016,18:02,18,Evening,Monday,0,Spring,1,2.0,High,9.1,13.2,1.8
Bedford-Stuyvesant,Midtown,01-02-2016,18:08,18,Evening,Monday,0,Winter,3,1.75,High,8.6,12.2,1.8
Sheepshead Bay,Sheepshead Bay,27-03-2016,08:09,8,Morning,Sunday,1,Spring,5,0.6,High,2.7,13.3,1.8
South Slope,Hell's Kitchen,15-05-2016,03:12,3,Night,Sunday,1,Spring,1,2.6,Low,6.9,22.6,1.0
Kensington,Kensington,19-06-2016,14:55,14,Afternoon,Sunday,1,Summer,2,1.18,Low,4.9,14.4,1.0
Kensington,East Harlem,30-01-2016,19:23,19,Evening,Saturday,1,Winter,2,0.79,High,3.0,15.8,1.8
Sheepshead Bay,Arden Heights,27-06-2016,05:08,5,Night,Monday,0,Summer,1,13.01,Low,23.8,32.8,1.0
Williamsburg,East Harlem,02-04-2016,03:29,3,Night,Saturday,1,Spring,1,2.87,Low,12.1,14.2,1.0
Arden Heights,Bay Ridge,07-06-2016,19:44,19,Evening,Tuesday,0,Summer,1,13.48,High,32.2,25.1,1.8
Williamsburg,Upper West Side,30-03-2016,18:47,18,Evening,Wednesday,0,Spring,6,4.53,High,25.2,10.8,1.8
Murray Hill,Upper West Side,09-06-2016,18:39,18,Evening,Thursday,0,Summer,1,6.64,High,31.8,12.5,1.8
West Village,Bedford-Stuyvesant,11-01-2016,19:07,19,Evening,Monday,0,Winter,1,3.03,High,15.1,12.0,1.8
Clinton Hill,Williamsburg,29-02-2016,14:31,14,Afternoon,Monday,0,Winter,2,2.82,Low,11.9,14.2,1.0
Chinatown,Hell's Kitchen,15-05-2016,21:43,21,Evening,Sunday,1,Spring,1,7.25,Low,24.9,17.5,1.0
Bedford-Stuyvesant,Clinton Hill,23-04-2016,21:58,21,Evening,Saturday,1,Spring,1,1.86,Low,13.2,8.5,1.0
Murray Hill,South Slope,16-03-2016,19:10,19,Evening,Wednesday,0,Spring,1,2.46,High,17.0,8.7,1.8
Bedford-Stuyvesant,Harlem,25-04-2016,07:04,7,Morning,Monday,0,Spring,5,1.72,Medium,5.4,19.1,1.3
"Bay Terrace, Staten Island",Dongan Hills,27-03-2016,21:13,21,Evening,Sunday,1,Spring,1,7.93,Low,13.1,36.3,1.0
Upper West Side,Upper West Side,07-04-2016,00:57,0,Night,Thursday,0,Spring,2,0.93,Low,1.8,31.0,1.0
South Slope,South Slope,13-03-2016,12:11,12,Afternoon,Sunday,1,Spring,1,2.9,Low,10.3,16.9,1.0
Upper West Side,Murray Hill,15-02-2016,21:53,21,Evening,Monday,0,Winter,1,3.63,Low,11.5,18.9,1.0
Williamsburg,Fort Greene,25-02-2016,11:12,11,Morning,Thursday,0,Winter,1,1.12,Low,6.4,10.5,1.0
Tottenville,Prince's Bay,12-06-2016,21:31,21,Evening,Sunday,1,Summer,2,25.28,Low,45.6,33.3,1.0
Chinatown,Upper West Side,04-01-2016,12:26,12,Afternoon,Monday,0,Winter,1,1.53,Low,6.6,13.9,1.0
Harlem,Chinatown,10-01-2016,14:07,14,Afternoon,Sunday,1,Winter,6,1.24,Low,4.0,18.6,1.0
East Harlem,Fort Greene,15-06-2016,14:35,14,Afternoon,Wednesday,0,Summer,1,1.01,Low,8.9,6.8,1.0
Huguenot,Tottenville,06-05-2016,14:10,14,Afternoon,Friday,0,Spring,1,23.09,Low,42.2,32.8,1.0
Bedford-Stuyvesant,East Harlem,04-03-2016,15:35,15,Afternoon,Friday,0,Spring,5,2.73,Low,14.7,11.1,1.0
Chinatown,Kensington,19-05-2016,08:00,8,Morning,Thursday,0,Spring,1,3.5,High,17.8,11.8,1.8
Murray Hill,West Village,13-03-2016,15:10,15,Afternoon,Sunday,1,Spring,1,1.55,Low,5.8,16.0,1.0
Hell's Kitchen,Harlem,17-06-2016,15:19,15,Afternoon,Friday,0,Summer,4,1.92,Low,9.0,12.8,1.0
Upper West Side,Upper West Side,01-04-2016,20:01,20,Evening,Friday,0,Spring,1,1.19,Medium,10.3,6.9,1.3
Upper West Side,Williamsburg,01-02-2016,16:39,16,Afternoon,Monday,0,Winter,1,1.6,Medium,10.8,8.9,1.3
Upper West Side,Clinton Hill,08-01-2016,05:39,5,Night,Friday,0,Winter,1,7.75,Low,10.1,46.0,1.0
Bedford-Stuyvesant,Murray Hill,16-01-2016,14:46,14,Afternoon,Saturday,1,Winter,1,1.74,Low,8.3,12.6,1.0
Bedford-Stuyvesant,Bedford-Stuyvesant,07-05-2016,13:41,13,Afternoon,Saturday,1,Spring,1,1.0,Low,5.8,10.3,1.0
Upper West Side,Upper West Side,17-04-2016,17:06,17,Afternoon,Sunday,1,Spring,3,1.8,High,15.2,7.1,1.8
Windsor Terrace,Chelsea,24-06-2016,01:45,1,Night,Friday,0,Summer,2,3.12,Low,8.8,21.3,1.0
West Village,Midtown,22-05-2016,16:51,16,Afternoon,Sunday,1,Spring,1,2.17,Medium,6.7,19.4,1.3
Inwood,Upper West Side,23-02-2016,17:22,17,Afternoon,Tuesday,0,Winter,1,3.97,High,11.2,21.3,1.8
Murray Hill,Harlem,25-04-2016,12:34,12,Afternoon,Monday,0,Spring,1,2.05,Low,16.2,7.6,1.0
Upper West Side,Murray Hill,21-06-2016,17:07,17,Afternoon,Tuesday,0,Summer,1,4.1,High,16.9,14.6,1.8
Bedford-Stuyvesant,East Harlem,19-05-2016,18:14,18,Evening,Thursday,0,Spring,1,1.14,High,8.8,7.8,1.8
Hell's Kitchen,Murray Hill,12-03-2016,16:22,16,Afternoon,Saturday,1,Spring,2,2.49,Medium,17.3,8.6,1.3
Upper West Side,Williamsburg,18-01-2016,08:49,8,Morning,Monday,0,Winter,1,2.65,High,15.3,10.4,1.8
South Slope,Crown Heights,19-04-2016,17:06,17,Afternoon,Tuesday,0,Spring,1,2.12,High,5.7,22.3,1.8
Harlem,East Harlem,10-03-2016,19:57,19,Evening,Thursday,0,Spring,1,6.42,High,10.2,37.8,1.8
Tottenville,"Bay Terrace, Staten Island",06-02-2016,06:25,6,Morning,Saturday,1,Winter,1,24.01,Low,30.0,48.0,1.0
Chinatown,Harlem,25-01-2016,00:21,0,Night,Monday,0,Winter,1,2.58,Low,12.8,12.1,1.0
Harlem,Bedford-Stuyvesant,09-03-2016,20:58,20,Evening,Wednesday,0,Spring,1,2.26,Medium,8.2,16.5,1.3
Harlem,East Harlem,07-02-2016,12:16,12,Afternoon,Sunday,1,Winter,1,5.54,Low,20.1,16.5,1.0
Park Slope,Hell's Kitchen,02-04-2016,01:31,1,Night,Saturday,1,Spring,2,3.97,Low,18.9,12.6,1.0
Harlem,Murray Hill,22-06-2016,08:09,8,Morning,Wednesday,0,Summer,5,1.74,High,6.3,16.6,1.8
Williamsburg,Kensington,01-05-2016,18:46,18,Evening,Sunday,1,Spring,2,1.52,High,10.1,9.0,1.8
Clinton Hill,West Village,21-01-2016,09:31,9,Morning,Thursday,0,Winter,1,2.4,High,11.4,12.6,1.8
Midtown,Murray Hill,20-06-2016,15:52,15,Afternoon,Monday,0,Summer,2,4.79,Low,25.6,11.2,1.0
Park Slope,Park Slope,09-05-2016,22:42,22,Evening,Monday,0,Spring,1,2.76,Low,10.7,15.5,1.0
Great Kills,Great Kills,01-01-2016,01:22,1,Night,Friday,0,Winter,2,4.04,Low,7.9,30.7,1.0
Flatbush,Arden Heights,19-06-2016,15:51,15,Afternoon,Sunday,1,Summer,1,12.96,Low,26.2,29.7,1.0
West Village,Harlem,14-02-2016,13:47,13,Afternoon,Sunday,1,Winter,1,1.15,Low,3.5,19.7,1.0
Upper West Side,Bedford-Stuyvesant,01-05-2016,15:23,15,Afternoon,Sunday,1,Spring,5,1.31,Low,7.4,10.6,1.0
Harlem,East Harlem,15-05-2016,21:04,21,Evening,Sunday,1,Spring,1,0.74,Low,3.4,13.1,1.0
West Brighton,Fort Hamilton,23-06-2016,23:34,23,Evening,Thursday,0,Summer,5,1.11,Low,4.6,14.5,1.0
Upper West Side,Midtown,23-06-2016,09:57,9,Morning,Thursday,0,Summer,2,11.71,High,31.5,22.3,1.8
Bedford-Stuyvesant,East Harlem,29-04-2016,23:53,23,Evening,Friday,0,Spring,1,4.09,Low,13.0,18.9,1.0
Upper West Side,Midtown,16-01-2016,00:58,0,Night,Saturday,1,Winter,1,8.96,Low,20.7,26.0,1.0
West Village,Upper West Side,11-04-2016,03:10,3,Night,Monday,0,Spring,1,5.63,Low,11.3,29.9,1.0
Bedford-Stuyvesant,South Slope,30-06-2016,18:53,18,Evening,Thursday,0,Summer,1,2.97,High,9.2,19.4,1.8
Bay Ridge,Eltingville,14-04-2016,09:19,9,Morning,Thursday,0,Spring,1,13.32,High,32.5,24.6,1.8
Bedford-Stuyvesant,Bedford-Stuyvesant,24-01-2016,17:52,17,Afternoon,Sunday,1,Winter,1,3.11,High,16.1,11.6,1.8
"Bay Terrace, Staten Island",Arverne,02-03-2016,13:44,13,Afternoon,Wednesday,0,Spring,3,11.83,Low,26.0,27.3,1.0
Tottenville,Tottenville,30-03-2016,16:33,16,Afternoon,Wednesday,0,Spring,5,27.53,Medium,49.1,33.6,1.3
Upper West Side,Harlem,20-05-2016,17:39,17,Afternoon,Friday,0,Spring,2,3.89,High,24.9,9.4,1.8
East Harlem,East Harlem,23-06-2016,09:04,9,Morning,Thursday,0,Summer,1,1.49,High,7.0,12.8,1.8
Chelsea,East Harlem,14-01-2016,16:29,16,Afternoon,Thursday,0,Winter,1,3.52,Medium,10.0,21.1,1.3
East Harlem,Murray Hill,12-06-2016,02:06,2,Night,Sunday,1,Summer,1,7.0,Low,16.1,26.1,1.0
Bensonhurst,Bensonhurst,16-02-2016,21:34,21,Evening,Tuesday,0,Winter,1,0.87,Low,7.0,7.5,1.0
Upper West Side,Bedford-Stuyvesant,15-04-2016,13:58,13,Afternoon,Friday,0,Spring,1,1.84,Low,7.3,15.1,1.0
Fort Greene,Bushwick,14-02-2016,03:47,3,Night,Sunday,1,Winter,1,2.86,Low,9.5,18.1,1.0
Harlem,East Harlem,20-03-2016,03:46,3,Night,Sunday,1,Spring,1,1.05,Low,3.6,17.5,1.0
Flatbush,Hell's Kitchen,23-03-2016,19:27,19,Evening,Wednesday,0,Spring,1,2.63,High,11.2,14.1,1.8
East Harlem,South Slope,11-06-2016,00:39,0,Night,Saturday,1,Summer,2,1.93,Low,7.7,15.0,1.0
East Harlem,West Village,12-03-2016,22:04,22,Evening,Saturday,1,Spring,1,1.47,Low,7.2,12.2,1.0
Bedford-Stuyvesant,Harlem,08-05-2016,21:18,21,Evening,Sunday,1,Spring,2,9.05,Low,22.7,23.9,1.0
Fort Greene,Hell's Kitchen,30-06-2016,16:08,16,Afternoon,Thursday,0,Summer,2,4.13,Medium,65.2,3.8,1.3
Bensonhurst,Sheepshead Bay,18-01-2016,11:48,11,Morning,Monday,0,Winter,1,2.14,Low,13.0,9.9,1.0
East Harlem,Kensington,27-06-2016,10:51,10,Morning,Monday,0,Summer,1,2.44,Medium,11.1,13.2,1.3
Greenpoint,Upper West Side,14-04-2016,21:17,21,Evening,Thursday,0,Spring,1,0.87,Low,4.0,13.0,1.0
Eltingville,Tottenville,19-01-2016,04:38,4,Night,Tuesday,0,Winter,1,24.9,Low,37.8,39.5,1.0
East Harlem,Park Slope,12-05-2016,18:37,18,Evening,Thursday,0,Spring,1,1.6,High,10.5,9.1,1.8
Hell's Kitchen,Kensington,24-06-2016,11:52,11,Morning,Friday,0,Summer,5,2.47,Low,9.4,15.8,1.0
South Slope,Upper West Side,04-04-2016,16:02,16,Afternoon,Monday,0,Spring,1,0.95,Medium,4.7,12.1,1.3
Chinatown,Upper West Side,10-02-2016,18:41,18,Evening,Wednesday,0,Winter,1,0.74,High,5.7,7.8,1.8
Harlem,East Harlem,22-04-2016,16:08,16,Afternoon,Friday,0,Spring,1,2.34,Medium,26.2,5.4,1.3
Kensington,Kensington,19-02-2016,08:33,8,Morning,Friday,0,Winter,1,1.16,High,6.8,10.2,1.8
Harlem,Bedford-Stuyvesant,24-05-2016,15:55,15,Afternoon,Tuesday,0,Spring,1,4.73,Low,17.0,16.7,1.0
Bedford-Stuyvesant,Clinton Hill,28-03-2016,08:03,8,Morning,Monday,0,Spring,5,1.03,High,3.8,16.3,1.8
Harlem,Bedford-Stuyvesant,09-01-2016,01:04,1,Night,Saturday,1,Winter,1,7.92,Low,25.9,18.3,1.0
West Village,Harlem,29-05-2016,13:49,13,Afternoon,Sunday,1,Spring,1,0.98,Low,3.6,16.3,1.0
Kensington,Harlem,03-05-2016,14:13,14,Afternoon,Tuesday,0,Spring,1,1.69,Low,9.1,11.1,1.0
Upper West Side,Midtown,15-01-2016,23:32,23,Evening,Friday,0,Winter,1,8.18,Low,18.3,26.8,1.0
Upper West Side,Upper West Side,05-04-2016,18:38,18,Evening,Tuesday,0,Spring,3,3.4,High,19.7,10.4,1.8
Williamsburg,Harlem,01-02-2016,06:32,6,Morning,Monday,0,Winter,2,2.02,Low,5.8,20.9,1.0
Midtown,Harlem,16-01-2016,02:27,2,Night,Saturday,1,Winter,1,2.31,Low,7.1,19.5,1.0
West Village,Upper West Side,09-02-2016,21:29,21,Evening,Tuesday,0,Winter,2,2.08,Low,7.9,15.8,1.0
Williamsburg,Hell's Kitchen,26-02-2016,15:40,15,Afternoon,Friday,0,Winter,1,4.37,Low,19.9,13.2,1.0
South Slope,Inwood,22-01-2016,17:27,17,Afternoon,Friday,0,Winter,1,3.79,High,15.7,14.5,1.8
Bedford-Stuyvesant,Kensington,11-01-2016,21:53,21,Evening,Monday,0,Winter,1,14.31,Low,14.6,58.8,1.0
East Harlem,Bedford-Stuyvesant,06-03-2016,17:45,17,Afternoon,Sunday,1,Spring,1,1.0,High,7.2,8.3,1.8
East Harlem,Murray Hill,12-06-2016,23:48,23,Evening,Sunday,1,Summer,1,1.8,Low,7.4,14.6,1.0
Borough Park,Sheepshead Bay,07-05-2016,23:45,23,Evening,Saturday,1,Spring,5,9.92,Low,14.5,41.0,1.0
Clinton Hill,Bedford-Stuyvesant,28-05-2016,23:06,23,Evening,Saturday,1,Spring,5,4.32,Low,11.8,22.0,1.0
Far Rockaway,Arrochar,12-04-2016,09:17,9,Morning,Tuesday,0,Spring,1,1.94,High,19.4,6.0,1.8
East Harlem,Upper West Side,01-03-2016,20:12,20,Evening,Tuesday,0,Spring,1,4.61,Medium,13.3,20.8,1.3
Clinton Hill,Park Slope,28-05-2016,11:32,11,Morning,Saturday,1,Spring,1,1.97,Low,8.7,13.6,1.0
South Slope,West Village,17-03-2016,23:14,23,Evening,Thursday,0,Spring,1,4.05,Low,10.5,23.1,1.0
Great Kills,Far Rockaway,05-03-2016,18:11,18,Evening,Saturday,1,Spring,1,10.26,High,23.4,26.3,1.8
Upper West Side,Harlem,12-05-2016,17:55,17,Afternoon,Thursday,0,Spring,1,6.74,High,35.6,11.4,1.8
Fort Greene,Kensington,14-04-2016,08:38,8,Morning,Thursday,0,Spring,2,8.39,High,28.2,17.9,1.8
Clinton Hill,Park Slope,17-04-2016,19:31,19,Evening,Sunday,1,Spring,1,2.43,High,15.9,9.2,1.8
Crown Heights,Harlem,01-04-2016,06:14,6,Morning,Friday,0,Spring,2,1.27,Low,3.0,25.4,1.0
Park Slope,Upper West Side,01-06-2016,09:35,9,Morning,Wednesday,0,Summer,5,2.0,High,18.8,6.4,1.8
Bay Ridge,Arden Heights,08-06-2016,11:02,11,Morning,Wednesday,0,Summer,1,13.87,Low,39.4,21.1,1.0
Clinton Hill,Murray Hill,26-03-2016,17:05,17,Afternoon,Saturday,1,Spring,1,7.92,High,16.4,29.0,1.8
Upper West Side,Fort Greene,11-01-2016,14:22,14,Afternoon,Monday,0,Winter,6,1.41,Low,4.7,18.0,1.0
South Slope,Harlem,07-02-2016,17:03,17,Afternoon,Sunday,1,Winter,1,2.26,High,14.9,9.1,1.8
Inwood,Harlem,03-05-2016,22:10,22,Evening,Tuesday,0,Spring,1,0.01,Low,6.8,0.1,1.0
"Bay Terrace, Staten Island",Tottenville,16-03-2016,15:07,15,Afternoon,Wednesday,0,Spring,2,25.32,Low,74.3,20.4,1.0
Williamsburg,Fort Greene,08-06-2016,13:40,13,Afternoon,Wednesday,0,Summer,3,5.29,Low,23.6,13.4,1.0
Clinton Hill,Upper West Side,16-02-2016,10:29,10,Morning,Tuesday,0,Winter,1,3.57,Medium,15.7,13.6,1.3
Chinatown,Chinatown,27-05-2016,10:02,10,Morning,Friday,0,Spring,1,0.57,Medium,8.2,4.2,1.3
Park Slope,East Harlem,09-01-2016,14:29,14,Afternoon,Saturday,1,Winter,1,9.6,Low,20.9,27.6,1.0
Inwood,Clinton Hill,01-05-2016,03:29,3,Night,Sunday,1,Spring,1,3.02,Low,9.8,18.5,1.0
Sheepshead Bay,Sheepshead Bay,07-04-2016,08:36,8,Morning,Thursday,0,Spring,1,7.17,High,30.7,14.0,1.8
East Harlem,Hell's Kitchen,10-05-2016,23:31,23,Evening,Tuesday,0,Spring,1,5.64,Low,20.2,16.8,1.0
Inwood,Upper West Side,20-05-2016,03:53,3,Night,Friday,0,Spring,1,2.24,Low,8.0,16.8,1.0
East Harlem,Chinatown,02-06-2016,13:12,13,Afternoon,Thursday,0,Summer,1,1.29,Low,5.2,14.9,1.0
East Harlem,West Village,09-06-2016,22:59,22,Evening,Thursday,0,Summer,2,1.98,Low,6.1,19.5,1.0
Bath Beach,Bensonhurst,28-05-2016,10:04,10,Morning,Saturday,1,Spring,1,2.55,Medium,7.8,19.6,1.3
Harlem,Clinton Hill,21-01-2016,11:55,11,Morning,Thursday,0,Winter,1,1.01,Low,6.4,9.5,1.0
East Harlem,Midtown,22-04-2016,15:09,15,Afternoon,Friday,0,Spring,5,2.84,Low,22.4,7.6,1.0
Bedford-Stuyvesant,Chelsea,27-04-2016,17:24,17,Afternoon,Wednesday,0,Spring,1,1.11,High,4.5,14.8,1.8
