pickup_location,drop_location,pickup_hour,weekday,is_weekend,season,trip_distance_km,traffic_level,passenger_count,surge_multiplier
East Harlem,Upper West Side,20,Thursday,0,Winter,2.96,Medium,6,1.3
East Harlem,Upper West Side,16,Monday,0,Spring,1.84,Medium,5,1.3
East Harlem,Harlem,8,Wednesday,0,Spring,2.6,High,2,1.8
East Harlem,Williamsburg,3,Thursday,0,Spring,0.47,Low,1,1.0
South Slope,Hell's Kitchen,11,Wednesday,0,Spring,3.17,Low,1,1.0
Tottenville,Tottenville,8,Monday,0,Winter,18.36,High,1,1.8
Arverne,Castleton Corners,13,Wednesday,0,Winter,2.79,Low,1,1.0
Upper West Side,Upper West Side,13,Saturday,1,Spring,2.58,Low,1,1.0
Oakwood,West Brighton,15,Tuesday,0,Summer,12.43,Low,6,1.0
Bedford-Stuyvesant,Fort Greene,17,Wednesday,0,Spring,1.27,High,1,1.8
Harlem,Upper West Side,23,Thursday,0,Winter,7.44,Low,1,1.0
East Harlem,Upper West Side,17,Monday,0,Winter,6.13,High,2,1.8
East Harlem,Harlem,17,Monday,0,Spring,4.94,High,1,1.8
Upper West Side,Harlem,12,Friday,0,Spring,3.14,Low,1,1.0
East Harlem,Hell's Kitchen,19,Thursday,0,Spring,0.91,High,1,1.8
South Slope,Bedford-Stuyvesant,11,Sunday,1,Summer,4.13,Low,1,1.0
Murray Hill,Chelsea,19,Friday,0,Winter,2.35,High,1,1.8
Windsor Terrace,Bedford-Stuyvesant,2,Tuesday,0,Summer,6.68,Low,1,1.0
Clinton Hill,East Harlem,19,Tuesday,0,Summer,0.75,High,1,1.8
South Slope,Bedford-Stuyvesant,4,Friday,0,Winter,3.03,Low,2,1.0
South Slope,South Slope,4,Tuesday,0,Spring,0.47,Low,6,1.0
Murray Hill,Crown Heights,14,Thursday,0,Spring,3.53,Low,1,1.0
East Harlem,Murray Hill,18,Friday,0,Spring,4.64,High,2,1.8
Eltingville,Tottenville,12,Tuesday,0,Winter,23.49,Low,2,1.0
East Harlem,Clinton Hill,9,Thursday,0,Winter,1.47,High,1,1.8
Hell's Kitchen,East Harlem,16,Friday,0,Summer,0.81,Medium,3,1.3
Crown Heights,Bedford-Stuyvesant,7,Tuesday,0,Spring,2.61,Medium,2,1.3
Windsor Terrace,Crown Heights,1,Wednesday,0,Spring,4.1,Low,1,1.0
East Harlem,Upper West Side,15,Friday,0,Winter,0.37,Low,1,1.0
Park Slope,Fort Greene,0,Saturday,1,Spring,4.07,Low,1,1.0
Lower East Side,East Harlem,17,Sunday,1,Winter,5.1,High,3,1.8
Sheepshead Bay,"Bay Terrace, Staten Island",5,Friday,0,Winter,12.37,Low,1,1.0
Park Slope,Bedford-Stuyvesant,23,Friday,0,Winter,0.95,Low,2,1.0
Crown Heights,Bedford-Stuyvesant,20,Thursday,0,Spring,0.48,Medium,1,1.3
Upper West Side,Harlem,10,Friday,0,Winter,1.43,Medium,4,1.3
Bedford-Stuyvesant,Chelsea,19,Tuesday,0,Summer,5.33,High,5,1.8
Upper West Side,Midtown,5,Saturday,1,Winter,5.88,Low,1,1.0
Midtown,Fort Greene,21,Monday,0,Spring,1.88,Low,1,1.0
Harlem,East Village,1,Friday,0,Winter,3.1,Low,1,1.0
Harlem,Chinatown,15,Wednesday,0,Spring,1.83,Low,1,1.0
Kensington,Hell's Kitchen,12,Saturday,1,Winter,6.69,Low,1,1.0
Fort Greene,Crown Heights,10,Wednesday,0,Spring,4.0,Medium,1,1.3
Park Slope,Windsor Terrace,21,Monday,0,Spring,1.14,Low,2,1.0
West Village,Bedford-Stuyvesant,9,Wednesday,0,Spring,0.79,High,1,1.8
East Harlem,Kensington,8,Wednesday,0,Spring,1.5,High,1,1.8
Harlem,Clinton Hill,18,Saturday,1,Summer,2.87,High,1,1.8
Upper West Side,Harlem,15,Tuesday,0,Spring,1.27,Low,1,1.0
Gravesend,Arden Heights,13,Thursday,0,Spring,12.44,Low,1,1.0
Chinatown,East Harlem,21,Monday,0,Spring,2.7,Low,1,1.0
Hell's Kitchen,Harlem,18,Saturday,1,Spring,1.35,High,2,1.8
Murray Hill,Harlem,12,Thursday,0,Spring,1.14,Low,1,1.0
Harlem,Harlem,14,Thursday,0,Spring,2.32,Low,1,1.0
Harlem,Clinton Hill,6,Wednesday,0,Spring,4.08,Low,3,1.0
East Harlem,Fort Greene,18,Sunday,1,Spring,2.18,High,1,1.8
Williamsburg,Upper West Side,22,Saturday,1,Spring,3.71,Low,2,1.0
Bedford-Stuyvesant,Clinton Hill,9,Monday,0,Winter,3.69,High,1,1.8
Bedford-Stuyvesant,Harlem,23,Saturday,1,Spring,1.68,Low,2,1.0
Murray Hill,Williamsburg,23,Sunday,1,Winter,1.81,Low,1,1.0
Hell's Kitchen,Harlem,2,Saturday,1,Winter,1.11,Low,1,1.0
West Village,Upper West Side,15,Friday,0,Summer,0.07,Low,1,1.0
Harlem,Harlem,14,Tuesday,0,Summer,0.93,Low,4,1.0
Upper West Side,Hell's Kitchen,20,Tuesday,0,Winter,2.19,Medium,1,1.3
Park Slope,Upper West Side,2,Sunday,1,Summer,2.66,Low,1,1.0
Midtown,South Slope,10,Tuesday,0,Spring,1.24,Medium,1,1.3
Hell's Kitchen,West Village,7,Monday,0,Spring,0.64,Medium,1,1.3
Brighton Beach,Gravesend,19,Monday,0,Summer,3.11,High,1,1.8
Crown Heights,West Village,23,Thursday,0,Winter,0.54,Low,2,1.0
Williamsburg,Upper West Side,17,Thursday,0,Spring,1.29,High,1,1.8
Bedford-Stuyvesant,Bedford-Stuyvesant,6,Tuesday,0,Spring,4.12,Low,1,1.0
Clinton Hill,Upper West Side,19,Thursday,0,Spring,1.16,High,2,1.8
Inwood,Midtown,22,Wednesday,0,Spring,2.17,Low,3,1.0
East Harlem,West Village,21,Sunday,1,Spring,2.63,Low,1,1.0
Harlem,Murray Hill,14,Tuesday,0,Spring,3.15,Low,1,1.0
East Harlem,Harlem,20,Sunday,1,Winter,2.44,Medium,1,1.3
Harlem,East Harlem,12,Wednesday,0,Spring,1.24,Low,5,1.0
Bedford-Stuyvesant,Harlem,7,Sunday,1,Winter,2.7,Medium,5,1.3
Upper West Side,West Village,14,Friday,0,Winter,3.42,Low,1,1.0
Inwood,Williamsburg,13,Tuesday,0,Winter,1.35,Low,1,1.0
Williamsburg,Park Slope,23,Monday,0,Winter,0.84,Low,1,1.0
Upper West Side,Williamsburg,22,Sunday,1,Spring,2.28,Low,1,1.0
Williamsburg,South Slope,23,Saturday,1,Summer,1.46,Low,1,1.0
Hell's Kitchen,Bedford-Stuyvesant,2,Sunday,1,Spring,3.04,Low,1,1.0
East Harlem,Upper West Side,13,Saturday,1,Spring,1.25,Low,1,1.0
Upper West Side,Hell's Kitchen,17,Thursday,0,Winter,1.4,High,1,1.8
Harlem,Park Slope,12,Friday,0,Spring,4.1,Low,6,1.0
Arden Heights,New Dorp Beach,16,Sunday,1,Winter,9.75,Medium,1,1.3
Bedford-Stuyvesant,East Harlem,23,Sunday,1,Spring,1.99,Low,1,1.0
Fort Greene,Harlem,10,Wednesday,0,Winter,2.22,Medium,1,1.3
Flatbush,Bensonhurst,10,Tuesday,0,Summer,2.95,Medium,2,1.3
Flatlands,Sheepshead Bay,21,Sunday,1,Spring,7.06,Low,3,1.0
Upper West Side,Fort Greene,19,Tuesday,0,Spring,2.84,High,1,1.8
Murray Hill,Harlem,19,Sunday,1,Winter,1.42,High,1,1.8
Harlem,Upper West Side,17,Saturday,1,Spring,0.48,High,2,1.8
Bedford-Stuyvesant,East Harlem,14,Monday,0,Spring,0.78,Low,2,1.0
East Harlem,Fort Greene,10,Saturday,1,Spring,1.96,Medium,1,1.3
Midwood,Borough Park,20,Friday,0,Winter,0.82,Medium,1,1.3
Fort Greene,Williamsburg,10,Thursday,0,Winter,3.56,Medium,1,1.3
Clinton Hill,South Slope,10,Sunday,1,Spring,7.71,Medium,2,1.3
Bedford-Stuyvesant,Williamsburg,0,Monday,0,Summer,0.44,Low,1,1.0
Park Slope,Upper West Side,17,Sunday,1,Spring,1.84,High,2,1.8
Harlem,Harlem,21,Wednesday,0,Spring,5.67,Low,2,1.0
Crown Heights,Midtown,14,Friday,0,Spring,4.51,Low,1,1.0
Upper West Side,East Harlem,13,Thursday,0,Summer,1.18,Low,1,1.0
Harlem,Williamsburg,16,Thursday,0,Winter,5.35,Medium,1,1.3
Bedford-Stuyvesant,Upper West Side,0,Thursday,0,Spring,1.13,Low,1,1.0
Bedford-Stuyvesant,Midtown,23,Thursday,0,Spring,1.87,Low,1,1.0
Harlem,Hell's Kitchen,11,Sunday,1,Spring,6.65,Low,1,1.0
Harlem,Fort Greene,10,Sunday,1,Summer,3.98,Medium,1,1.3
Upper West Side,East Harlem,20,Sunday,1,Spring,1.06,Medium,4,1.3
Williamsburg,Harlem,20,Friday,0,Winter,1.2,Medium,2,1.3
Crown Heights,Upper West Side,7,Saturday,1,Spring,2.07,Medium,1,1.3
Chinatown,Chinatown,4,Sunday,1,Spring,0.0,Low,1,1.0
Flatlands,Midwood,11,Friday,0,Spring,2.48,Low,1,1.0
East Harlem,Clinton Hill,21,Tuesday,0,Spring,1.11,Low,1,1.0
Harlem,East Harlem,22,Thursday,0,Summer,6.87,Low,1,1.0
Harlem,Lower East Side,2,Sunday,1,Summer,1.52,Low,1,1.0
Upper West Side,Midtown,14,Friday,0,Summer,1.84,Low,1,1.0
East Harlem,East Harlem,21,Thursday,0,Spring,2.47,Low,1,1.0
Harlem,Clinton Hill,1,Friday,0,Spring,4.07,Low,6,1.0
Upper West Side,Upper West Side,21,Friday,0,Winter,1.47,Low,2,1.0
Arverne,Concord,7,Thursday,0,Spring,9.03,Medium,1,1.3
Prince's Bay,Prince's Bay,9,Wednesday,0,Spring,0.0,High,1,1.8
South Slope,Inwood,13,Wednesday,0,Spring,1.7,Low,1,1.0
Inwood,Greenpoint,23,Saturday,1,Winter,6.56,Low,3,1.0
Harlem,Midtown,22,Wednesday,0,Summer,6.71,Low,1,1.0
Williamsburg,Williamsburg,22,Wednesday,0,Spring,4.72,Low,2,1.0
East Harlem,Bedford-Stuyvesant,6,Tuesday,0,Spring,1.25,Low,1,1.0
Hell's Kitchen,Upper West Side,19,Saturday,1,Spring,7.96,High,1,1.8
West Village,Upper West Side,23,Thursday,0,Summer,4.66,Low,2,1.0
Great Kills,Neponsit,18,Sunday,1,Spring,3.54,High,1,1.8
Park Slope,Bedford-Stuyvesant,12,Sunday,1,Spring,2.38,Low,6,1.0
West Village,Chelsea,6,Thursday,0,Winter,13.42,Low,1,1.0
East Harlem,East Harlem,20,Tuesday,0,Spring,2.7,Medium,1,1.3
Clinton Hill,Harlem,13,Tuesday,0,Winter,1.33,Low,1,1.0
Upper West Side,Bedford-Stuyvesant,23,Saturday,1,Summer,3.16,Low,1,1.0
Oakwood,Bensonhurst,16,Thursday,0,Winter,11.64,Medium,5,1.3
Arrochar,Arrochar,13,Saturday,1,Spring,1.21,Low,1,1.0
Bedford-Stuyvesant,Bedford-Stuyvesant,9,Sunday,1,Winter,0.59,High,1,1.8
Harlem,Inwood,21,Saturday,1,Winter,2.9,Low,1,1.0
Harlem,South Slope,18,Tuesday,0,Winter,1.95,High,1,1.8
Inwood,East Harlem,16,Monday,0,Winter,1.11,Medium,1,1.3
Great Kills,Arden Heights,10,Wednesday,0,Summer,14.46,Medium,4,1.3
Clifton,Arrochar,9,Thursday,0,Summer,3.21,High,1,1.8
Brighton Beach,Brighton Beach,16,Wednesday,0,Spring,0.0,Medium,1,1.3
Sheepshead Bay,"Bay Terrace, Staten Island",16,Thursday,0,Summer,16.9,Medium,2,1.3
Upper West Side,Harlem,5,Thursday,0,Winter,4.88,Low,5,1.0
Harlem,Harlem,0,Friday,0,Spring,4.97,Low,1,1.0
Murray Hill,Kensington,22,Tuesday,0,Winter,1.03,Low,1,1.0
East Harlem,Kensington,13,Tuesday,0,Summer,1.13,Low,3,1.0
Kensington,Park Slope,15,Saturday,1,Spring,1.39,Low,1,1.0
East Harlem,Upper West Side,17,Friday,0,Winter,2.06,High,2,1.8
Murray Hill,East Harlem,19,Wednesday,0,Summer,1.75,High,2,1.8
Clinton Hill,Midtown,22,Thursday,0,Winter,6.18,Low,5,1.0
Midtown,Harlem,12,Friday,0,Spring,3.31,Low,1,1.0
Harlem,Inwood,22,Friday,0,Spring,4.1,Low,2,1.0
Williamsburg,East Harlem,15,Friday,0,Spring,2.25,Low,6,1.0
Upper West Side,Kensington,12,Friday,0,Summer,4.85,Low,5,1.0
Hell's Kitchen,Hell's Kitchen,12,Friday,0,Spring,0.16,Low,2,1.0
Bedford-Stuyvesant,Greenpoint,19,Sunday,1,Winter,0.44,High,1,1.8
Park Slope,Greenpoint,20,Friday,0,Spring,1.04,Medium,1,1.3
East Harlem,Bedford-Stuyvesant,20,Tuesday,0,Spring,1.66,Medium,1,1.3
Harlem,East Harlem,10,Monday,0,Winter,1.48,Medium,1,1.3
Crown Heights,Murray Hill,17,Saturday,1,Summer,3.52,High,2,1.8
Chinatown,Crown Heights,20,Monday,0,Spring,1.14,Medium,1,1.3
Bedford-Stuyvesant,South Slope,15,Saturday,1,Spring,1.8,Low,1,1.0
Murray Hill,Harlem,18,Thursday,0,Spring,0.58,High,1,1.8
Bedford-Stuyvesant,Upper West Side,13,Sunday,1,Spring,1.21,Low,5,1.0
Upper West Side,Park Slope,8,Thursday,0,Winter,2.6,High,1,1.8
Midtown,Hell's Kitchen,1,Saturday,1,Summer,0.74,Low,1,1.0
Harlem,East Harlem,20,Tuesday,0,Summer,4.33,Medium,1,1.3
South Slope,Harlem,16,Saturday,1,Spring,0.85,Medium,1,1.3
Tottenville,Prince's Bay,1,Tuesday,0,Winter,56.94,Low,1,1.0
Midtown,Upper West Side,12,Wednesday,0,Spring,1.96,Low,1,1.0
Clinton Hill,West Village,21,Wednesday,0,Spring,4.95,Low,2,1.0
Arden Heights,Brighton Beach,19,Sunday,1,Winter,2.78,High,1,1.8
Bedford-Stuyvesant,East Harlem,0,Sunday,1,Summer,4.76,Low,5,1.0
Murray Hill,Bedford-Stuyvesant,16,Tuesday,0,Winter,2.95,Medium,1,1.3
Crown Heights,Harlem,9,Thursday,0,Spring,1.07,High,1,1.8
Inwood,Upper West Side,22,Saturday,1,Winter,1.59,Low,1,1.0
West Village,Murray Hill,20,Saturday,1,Spring,2.11,Medium,1,1.3
Huguenot,Huguenot,18,Saturday,1,Winter,0.0,High,1,1.8
Bedford-Stuyvesant,East Harlem,3,Wednesday,0,Summer,0.56,Low,1,1.0
Fort Greene,Hell's Kitchen,22,Monday,0,Spring,1.18,Low,3,1.0
Upper West Side,South Slope,16,Thursday,0,Spring,1.9,Medium,1,1.3
Fort Greene,Harlem,7,Friday,0,Summer,5.18,Medium,1,1.3
Inwood,Upper West Side,21,Saturday,1,Winter,0.88,Low,1,1.0
Williamsburg,Harlem,14,Saturday,1,Winter,0.59,Low,1,1.0
Arrochar,Far Rockaway,10,Sunday,1,Spring,1.91,Medium,1,1.3
Greenpoint,East Harlem,16,Friday,0,Spring,0.83,Medium,1,1.3
Fort Greene,East Harlem,8,Thursday,0,Spring,3.09,High,1,1.8
Williamsburg,Murray Hill,13,Monday,0,Summer,1.09,Low,1,1.0
Harlem,Harlem,11,Monday,0,Winter,0.71,Low,1,1.0
Arden Heights,Westerleigh,15,Monday,0,Spring,12.08,Low,6,1.0
Inwood,West Village,15,Monday,0,Spring,1.33,Low,1,1.0
Harlem,Upper West Side,13,Wednesday,0,Winter,3.63,Low,1,1.0
Upper West Side,Upper West Side,5,Wednesday,0,Winter,0.12,Low,2,1.0
Rockaway Beach,Arrochar,7,Monday,0,Spring,4.59,Medium,3,1.3
Bedford-Stuyvesant,East Harlem,12,Saturday,1,Summer,2.91,Low,6,1.0
Bedford-Stuyvesant,Harlem,11,Tuesday,0,Spring,1.3,Low,2,1.0
South Slope,Bedford-Stuyvesant,19,Saturday,1,Spring,4.35,High,1,1.8
Harlem,Kensington,22,Wednesday,0,Winter,0.99,Low,1,1.0
Clinton Hill,Upper West Side,17,Tuesday,0,Winter,1.69,High,1,1.8
Breezy Point,Concord,8,Tuesday,0,Spring,17.1,High,1,1.8
Bensonhurst,Bensonhurst,7,Friday,0,Spring,0.99,Medium,1,1.3
Great Kills,Concord,22,Tuesday,0,Spring,17.08,Low,5,1.0
Harlem,Williamsburg,11,Saturday,1,Winter,2.26,Low,1,1.0
Arden Heights,Brighton Beach,16,Thursday,0,Spring,4.87,Medium,6,1.3
Harlem,Clinton Hill,12,Friday,0,Spring,0.49,Low,1,1.0
Kensington,Kensington,12,Friday,0,Winter,4.8,Low,1,1.0
Inwood,Murray Hill,1,Tuesday,0,Spring,3.67,Low,1,1.0
East Harlem,Kensington,23,Friday,0,Winter,4.19,Low,2,1.0
Concord,Fort Hamilton,11,Thursday,0,Spring,0.92,Low,1,1.0
Upper West Side,Bedford-Stuyvesant,11,Friday,0,Winter,1.5,Low,2,1.0
Upper West Side,Williamsburg,20,Tuesday,0,Spring,1.95,Medium,1,1.3
Bedford-Stuyvesant,Harlem,20,Friday,0,Summer,6.29,Medium,1,1.3
Harlem,Harlem,21,Saturday,1,Spring,0.64,Low,1,1.0
Upper West Side,Kensington,6,Saturday,1,Winter,22.19,Low,2,1.0
Harlem,Midtown,0,Thursday,0,Winter,12.77,Low,1,1.0
Arden Heights,Bergen Beach,11,Wednesday,0,Spring,12.06,Low,1,1.0
Hell's Kitchen,Midtown,13,Thursday,0,Spring,1.84,Low,1,1.0
Chelsea,Murray Hill,7,Friday,0,Spring,2.19,Medium,1,1.3
Harlem,South Slope,22,Friday,0,Spring,7.03,Low,1,1.0
Hell's Kitchen,Kensington,22,Sunday,1,Winter,5.0,Low,1,1.0
Harlem,East Harlem,22,Wednesday,0,Spring,3.39,Low,1,1.0
Hell's Kitchen,Kensington,16,Saturday,1,Spring,5.25,Medium,1,1.3
East Harlem,Midtown,8,Thursday,0,Spring,1.16,High,1,1.8
Upper West Side,Upper West Side,14,Thursday,0,Spring,1.97,Low,1,1.0
Harlem,Harlem,9,Friday,0,Winter,2.58,High,1,1.8
Bedford-Stuyvesant,Kensington,12,Sunday,1,Spring,1.39,Low,1,1.0
Kensington,Midtown,16,Monday,0,Winter,1.74,Medium,1,1.3
Inwood,Hell's Kitchen,17,Saturday,1,Winter,3.11,High,1,1.8
Upper West Side,Midtown,9,Friday,0,Winter,1.53,High,3,1.8
Murray Hill,Park Slope,12,Friday,0,Spring,0.8,Low,1,1.0
East Harlem,Greenpoint,18,Wednesday,0,Winter,2.44,High,1,1.8
Park Slope,East Harlem,9,Friday,0,Winter,2.94,High,1,1.8
Upper West Side,Hell's Kitchen,14,Tuesday,0,Spring,2.45,Low,1,1.0
Upper West Side,Fort Greene,21,Saturday,1,Summer,2.3,Low,1,1.0
Murray Hill,Harlem,15,Tuesday,0,Summer,2.64,Low,1,1.0
Bedford-Stuyvesant,Hell's Kitchen,6,Sunday,1,Winter,2.0,Low,5,1.0
East Harlem,Windsor Terrace,1,Saturday,1,Winter,1.5,Low,1,1.0
East Harlem,Williamsburg,20,Saturday,1,Winter,0.99,Medium,1,1.3
East Harlem,Upper West Side,23,Friday,0,Winter,4.42,Low,1,1.0
Park Slope,Inwood,15,Saturday,1,Winter,3.25,Low,1,1.0
Hell's Kitchen,Kensington,3,Thursday,0,Summer,2.67,Low,1,1.0
Bedford-Stuyvesant,Bedford-Stuyvesant,12,Thursday,0,Spring,0.0,Low,1,1.0
Upper West Side,Hell's Kitchen,17,Sunday,1,Winter,2.71,High,5,1.8
Upper West Side,Inwood,10,Friday,0,Summer,1.35,Medium,4,1.3
Harlem,West Village,21,Wednesday,0,Spring,4.29,Low,5,1.0
Harlem,Hell's Kitchen,0,Saturday,1,Spring,8.4,Low,1,1.0
Park Slope,Hell's Kitchen,23,Friday,0,Spring,1.6,Low,2,1.0
Crown Heights,Upper West Side,9,Tuesday,0,Winter,0.71,High,1,1.8
South Slope,South Slope,8,Thursday,0,Spring,10.51,High,2,1.8
Tottenville,Great Kills,7,Sunday,1,Spring,23.94,Medium,1,1.3
Kensington,East Harlem,19,Tuesday,0,Spring,8.55,High,1,1.8
Crown Heights,Upper West Side,0,Monday,0,Summer,1.27,Low,1,1.0
Bedford-Stuyvesant,Clinton Hill,20,Tuesday,0,Winter,2.2,Medium,1,1.3
Upper West Side,Bedford-Stuyvesant,15,Sunday,1,Winter,1.78,Low,3,1.0
East Harlem,Kensington,19,Monday,0,Winter,5.23,High,1,1.8
Kensington,Harlem,18,Tuesday,0,Spring,1.37,High,1,1.8
Midtown,Fort Greene,0,Tuesday,0,Spring,1.18,Low,1,1.0
Canarsie,Arden Heights,14,Sunday,1,Spring,12.94,Low,3,1.0
South Slope,Hell's Kitchen,15,Wednesday,0,Summer,1.7,Low,5,1.0
Crown Heights,East Harlem,9,Monday,0,Winter,4.53,High,1,1.8
Bedford-Stuyvesant,West Village,18,Friday,0,Winter,4.56,High,1,1.8
South Slope,Kensington,15,Sunday,1,Spring,3.07,Low,5,1.0
East Harlem,Hell's Kitchen,17,Saturday,1,Spring,3.69,High,1,1.8
Upper West Side,Clinton Hill,11,Friday,0,Winter,1.84,Low,1,1.0
Bedford-Stuyvesant,Upper West Side,13,Sunday,1,Spring,0.93,Low,1,1.0
Gravesend,Flatlands,16,Saturday,1,Spring,2.07,Medium,3,1.3
Upper West Side,East Harlem,18,Saturday,1,Spring,2.64,High,6,1.8
Upper West Side,Bedford-Stuyvesant,6,Friday,0,Winter,1.49,Low,1,1.0
Kensington,Harlem,12,Saturday,1,Spring,3.6,Low,1,1.0
East Harlem,Harlem,8,Friday,0,Summer,0.75,High,1,1.8
Clinton Hill,Midtown,17,Tuesday,0,Winter,1.21,High,1,1.8
South Slope,Chinatown,21,Monday,0,Winter,3.12,Low,1,1.0
East Harlem,Murray Hill,14,Friday,0,Winter,0.49,Low,2,1.0
South Slope,Chinatown,17,Friday,0,Spring,4.06,High,2,1.8
Windsor Terrace,Hell's Kitchen,6,Monday,0,Winter,6.5,Low,1,1.0
Upper West Side,Harlem,20,Thursday,0,Spring,6.15,Medium,1,1.3
Bedford-Stuyvesant,Bedford-Stuyvesant,21,Tuesday,0,Winter,2.14,Low,1,1.0
Williamsburg,Harlem,16,Wednesday,0,Winter,1.77,Medium,1,1.3
Clinton Hill,East Harlem,9,Tuesday,0,Winter,5.59,High,1,1.8
Harlem,Upper West Side,17,Saturday,1,Spring,4.08,High,1,1.8
Sheepshead Bay,Flatlands,17,Tuesday,0,Summer,1.62,High,1,1.8
Hell's Kitchen,South Slope,20,Saturday,1,Winter,2.45,Medium,1,1.3
Harlem,Hell's Kitchen,12,Thursday,0,Winter,1.77,Low,1,1.0
Hell's Kitchen,Upper West Side,23,Saturday,1,Spring,0.98,Low,1,1.0
Harlem,Chelsea,10,Friday,0,Winter,0.98,Medium,1,1.3
East Harlem,Kensington,23,Monday,0,Summer,2.11,Low,1,1.0
East Harlem,South Slope,19,Sunday,1,Spring,1.8,High,1,1.8
Kensington,Harlem,17,Tuesday,0,Spring,0.33,High,1,1.8
East Harlem,Upper West Side,18,Friday,0,Spring,1.68,High,5,1.8
East Harlem,East Harlem,8,Monday,0,Winter,2.18,High,1,1.8
Bedford-Stuyvesant,Chelsea,11,Wednesday,0,Spring,2.36,Low,1,1.0
Fort Greene,Hell's Kitchen,8,Monday,0,Summer,2.24,High,1,1.8
Harlem,Crown Heights,10,Friday,0,Summer,1.65,Medium,5,1.3
Upper West Side,Upper West Side,17,Saturday,1,Summer,5.99,High,5,1.8
South Slope,Bedford-Stuyvesant,11,Tuesday,0,Spring,1.27,Low,1,1.0
Harlem,Harlem,9,Friday,0,Winter,3.26,High,2,1.8
Upper West Side,Hell's Kitchen,8,Thursday,0,Winter,1.8,High,1,1.8
Flatbush,Upper West Side,22,Monday,0,Spring,2.99,Low,1,1.0
Bayswater,Eltingville,13,Sunday,1,Winter,10.53,Low,3,1.0
Fort Greene,Prospect-Lefferts Gardens,20,Friday,0,Winter,0.62,Medium,1,1.3
Harlem,Inwood,13,Sunday,1,Spring,7.88,Low,1,1.0
Bedford-Stuyvesant,Kensington,0,Sunday,1,Winter,1.69,Low,1,1.0
Fort Greene,Harlem,2,Sunday,1,Winter,0.34,Low,4,1.0
West Village,Upper West Side,21,Friday,0,Spring,1.46,Low,1,1.0
Lower East Side,East Harlem,12,Tuesday,0,Spring,2.27,Low,1,1.0
Inwood,Upper West Side,21,Friday,0,Spring,15.03,Low,1,1.0
Bedford-Stuyvesant,Kensington,21,Wednesday,0,Summer,3.58,Low,1,1.0
Bedford-Stuyvesant,Upper West Side,2,Sunday,1,Spring,0.72,Low,5,1.0
Williamsburg,West Village,20,Friday,0,Winter,1.92,Medium,2,1.3
Fort Greene,Harlem,18,Tuesday,0,Spring,1.82,High,1,1.8
Crown Heights,East Harlem,15,Wednesday,0,Spring,6.9,Low,1,1.0
Bayswater,Arverne,12,Wednesday,0,Summer,5.97,Low,3,1.0
Inwood,Murray Hill,21,Friday,0,Spring,3.01,Low,5,1.0
Upper West Side,Bedford-Stuyvesant,2,Friday,0,Summer,8.74,Low,1,1.0
Midtown,Harlem,10,Friday,0,Spring,1.14,Medium,1,1.3
Clinton Hill,Fort Greene,10,Monday,0,Spring,1.03,Medium,1,1.3
East Harlem,Bedford-Stuyvesant,14,Wednesday,0,Spring,0.05,Low,1,1.0
Kensington,Upper West Side,23,Thursday,0,Spring,4.12,Low,1,1.0
Hell's Kitchen,South Slope,18,Friday,0,Winter,1.77,High,1,1.8
Arverne,Midwood,18,Monday,0,Spring,3.87,High,1,1.8
East Harlem,Fort Greene,21,Saturday,1,Spring,0.71,Low,1,1.0
Kensington,Harlem,19,Saturday,1,Winter,2.34,High,1,1.8
Kensington,Kensington,12,Sunday,1,Spring,0.0,Low,1,1.0
East Harlem,East Harlem,20,Thursday,0,Spring,2.05,Medium,2,1.3
Upper West Side,Clinton Hill,14,Sunday,1,Summer,1.61,Low,1,1.0
Fort Hamilton,Great Kills,10,Thursday,0,Spring,12.28,Medium,1,1.3
Williamsburg,Bedford-Stuyvesant,18,Friday,0,Spring,0.67,High,1,1.8
Midtown,Inwood,18,Monday,0,Summer,1.35,High,1,1.8
Murray Hill,Kensington,9,Thursday,0,Winter,3.63,High,1,1.8
Murray Hill,Upper West Side,6,Thursday,0,Spring,1.64,Low,1,1.0
Harlem,Clinton Hill,9,Monday,0,Spring,6.47,High,1,1.8
Bedford-Stuyvesant,Clinton Hill,11,Tuesday,0,Winter,0.72,Low,1,1.0
Harlem,Murray Hill,15,Monday,0,Winter,2.61,Low,1,1.0
Harlem,Upper West Side,20,Saturday,1,Winter,1.33,Medium,3,1.3
Upper West Side,Harlem,14,Friday,0,Winter,2.65,Low,3,1.0
Park Slope,East Harlem,21,Thursday,0,Spring,4.17,Low,1,1.0
East Harlem,Chinatown,22,Thursday,0,Summer,3.86,Low,1,1.0
East Harlem,Crown Heights,21,Thursday,0,Summer,2.37,Low,1,1.0
East Harlem,East Harlem,14,Sunday,1,Winter,2.22,Low,1,1.0
Kensington,Kensington,1,Thursday,0,Winter,0.0,Low,6,1.0
Upper West Side,Windsor Terrace,20,Thursday,0,Summer,0.75,Medium,2,1.3
Upper West Side,East Harlem,19,Tuesday,0,Spring,1.15,High,1,1.8
Harlem,Upper West Side,20,Monday,0,Spring,3.89,Medium,1,1.3
East Village,Harlem,19,Saturday,1,Spring,0.61,High,1,1.8
Upper West Side,Crown Heights,17,Tuesday,0,Spring,3.84,High,1,1.8
Chinatown,West Village,7,Monday,0,Winter,1.22,Medium,1,1.3
South Slope,Harlem,21,Sunday,1,Spring,12.57,Low,1,1.0
Chelsea,Murray Hill,7,Monday,0,Winter,1.89,Medium,1,1.3
